first,sex,occurences,year
Toinette,F,5,1956
Tomasina,F,5,1956
Tonjia,F,5,1956
Tonnette,F,5,1956
Tonye,F,5,1956
Tracine,F,5,1956
Treba,F,5,1956
Trenace,F,5,1956
Trenna,F,5,1956
Trevis,F,5,1956
Trilla,F,5,1956
Tujuana,F,5,1956
Tura,F,5,1956
Twanda,F,5,1956
Twilia,F,5,1956
Tyanne,F,5,1956
Tylene,F,5,1956
Tyler,F,5,1956
Unice,F,5,1956
Valaida,F,5,1956
Valaria,F,5,1956
Valecia,F,5,1956
Veanne,F,5,1956
Velita,F,5,1956
Velora,F,5,1956
Velvie,F,5,1956
Venda,F,5,1956
Veneda,F,5,1956
Vennetta,F,5,1956
Ventura,F,5,1956
Veona,F,5,1956
Verdia,F,5,1956
Verene,F,5,1956
Vernona,F,5,1956
Veronda,F,5,1956
Verta,F,5,1956
Vertell,F,5,1956
Vevelyn,F,5,1956
Viana,F,5,1956
Vicie,F,5,1956
Vickee,F,5,1956
Vicktoria,F,5,1956
Vickye,F,5,1956
Victorina,F,5,1956
Victorine,F,5,1956
Vila,F,5,1956
Vilija,F,5,1956
Villa,F,5,1956
Virgene,F,5,1956
Vittoria,F,5,1956
Vola,F,5,1956
Vonnette,F,5,1956
Vonzella,F,5,1956
Wander,F,5,1956
Wanona,F,5,1956
Waverly,F,5,1956
Wendla,F,5,1956
Wessie,F,5,1956
Wilfred,F,5,1956
Willadean,F,5,1956
Willard,F,5,1956
Willma,F,5,1956
Wilmer,F,5,1956
Wylie,F,5,1956
Wyvonne,F,5,1956
Yehudis,F,5,1956
Yvon,F,5,1956
Zada,F,5,1956
Zanthia,F,5,1956
Zayda,F,5,1956
Zelia,F,5,1956
Zenovia,F,5,1956
Zonda,F,5,1956
Michael,M,90620,1956
James,M,84837,1956
Robert,M,83898,1956
David,M,81596,1956
John,M,80761,1956
William,M,58934,1956
Richard,M,52891,1956
Mark,M,48811,1956
Thomas,M,44800,1956
Steven,M,38385,1956
Charles,M,35207,1956
Joseph,M,32715,1956
Gary,M,31794,1956
Donald,M,28202,1956
Ronald,M,27725,1956
Kenneth,M,27406,1956
Paul,M,26873,1956
Daniel,M,26623,1956
Timothy,M,23268,1956
Jeffrey,M,23261,1956
Larry,M,22294,1956
Kevin,M,21764,1956
Stephen,M,21190,1956
Gregory,M,21082,1956
Edward,M,19417,1956
Dennis,M,18354,1956
George,M,17222,1956
Randy,M,16549,1956
Douglas,M,16364,1956
Anthony,M,15552,1956
Terry,M,15048,1956
Bruce,M,14659,1956
Brian,M,14649,1956
Scott,M,13219,1956
Jerry,M,12616,1956
Keith,M,11476,1956
Peter,M,11318,1956
Frank,M,11144,1956
Raymond,M,11094,1956
Patrick,M,10327,1956
Roger,M,10134,1956
Lawrence,M,8881,1956
Ricky,M,8772,1956
Alan,M,8722,1956
Wayne,M,8720,1956
Danny,M,8548,1956
Christopher,M,8372,1956
Carl,M,8304,1956
Gerald,M,7979,1956
Dale,M,7707,1956
Craig,M,7427,1956
Russell,M,7403,1956
Walter,M,7012,1956
Randall,M,6898,1956
Johnny,M,6640,1956
Andrew,M,6594,1956
Jeffery,M,6566,1956
Willie,M,6504,1956
Steve,M,6476,1956
Arthur,M,6277,1956
Glenn,M,6198,1956
Roy,M,6127,1956
Joe,M,6121,1956
Philip,M,6107,1956
Rodney,M,6065,1956
Jack,M,6053,1956
Ralph,M,6028,1956
Billy,M,6008,1956
Barry,M,5978,1956
Stanley,M,5978,1956
Henry,M,5952,1956
Harold,M,5950,1956
Martin,M,5673,1956
Samuel,M,5571,1956
Ronnie,M,5509,1956
Phillip,M,5416,1956
Bobby,M,5355,1956
Jimmy,M,5341,1956
Eric,M,5249,1956
Curtis,M,5158,1956
Albert,M,5154,1956
Louis,M,4902,1956
Micheal,M,4731,1956
Howard,M,4688,1956
Tony,M,4672,1956
Eugene,M,4614,1956
Allen,M,4597,1956
Darrell,M,4459,1956
Leonard,M,4374,1956
Matthew,M,4358,1956
Frederick,M,4306,1956
Jay,M,4117,1956
Eddie,M,3994,1956
Ernest,M,3946,1956
Harry,M,3923,1956
Mike,M,3903,1956
Victor,M,3894,1956
Vincent,M,3765,1956
Dean,M,3710,1956
Rick,M,3653,1956
Melvin,M,3634,1956
Fred,M,3575,1956
Bradley,M,3511,1956
Lee,M,3509,1956
Marvin,M,3475,1956
Joel,M,3435,1956
Norman,M,3421,1956
Jose,M,3397,1956
Calvin,M,3340,1956
Earl,M,3299,1956
Francis,M,3292,1956
Rickey,M,3264,1956
Ray,M,3229,1956
Jonathan,M,3117,1956
Tommy,M,3110,1956
Jon,M,3075,1956
Jerome,M,3060,1956
Kim,M,2955,1956
Theodore,M,2951,1956
Clarence,M,2948,1956
Alfred,M,2943,1956
Clifford,M,2907,1956
Don,M,2890,1956
Edwin,M,2774,1956
Glen,M,2717,1956
Jesse,M,2620,1956
Duane,M,2597,1956
Chris,M,2529,1956
Gordon,M,2479,1956
Bernard,M,2476,1956
Benjamin,M,2467,1956
Bryan,M,2438,1956
Dan,M,2438,1956
Alvin,M,2426,1956
Marc,M,2426,1956
Mitchell,M,2404,1956
Herbert,M,2391,1956
Kurt,M,2385,1956
Dwight,M,2367,1956
Leroy,M,2349,1956
Warren,M,2335,1956
Brad,M,2262,1956
Robin,M,2244,1956
Reginald,M,2227,1956
Jeff,M,2219,1956
Nicholas,M,2213,1956
Guy,M,2212,1956
Jim,M,2189,1956
Kent,M,2135,1956
Karl,M,2056,1956
Leslie,M,2051,1956
Vernon,M,2050,1956
Garry,M,2042,1956
Leon,M,2038,1956
Todd,M,2015,1956
Lonnie,M,2012,1956
Wesley,M,2005,1956
Lloyd,M,1979,1956
Gilbert,M,1960,1956
Bill,M,1956,1956
Tom,M,1915,1956
Kirk,M,1902,1956
Perry,M,1865,1956
Jackie,M,1855,1956
Daryl,M,1831,1956
Carlos,M,1792,1956
Franklin,M,1785,1956
Lewis,M,1763,1956
Gene,M,1754,1956
Neil,M,1748,1956
Juan,M,1747,1956
Donnie,M,1725,1956
Floyd,M,1723,1956
Clyde,M,1718,1956
Tim,M,1712,1956
Lester,M,1704,1956
Dana,M,1635,1956
Allan,M,1634,1956
Randolph,M,1631,1956
Gerard,M,1618,1956
Manuel,M,1616,1956
Greg,M,1600,1956
Kerry,M,1580,1956
Leo,M,1547,1956
Charlie,M,1531,1956
Stuart,M,1488,1956
Milton,M,1478,1956
Darryl,M,1475,1956
Kelly,M,1472,1956
Jimmie,M,1467,1956
Ted,M,1459,1956
Brent,M,1452,1956
Rex,M,1450,1956
Terrence,M,1447,1956
Gregg,M,1435,1956
Freddie,M,1422,1956
Tyrone,M,1405,1956
Harvey,M,1377,1956
Ruben,M,1366,1956
Dave,M,1356,1956
Randal,M,1322,1956
Herman,M,1321,1956
Maurice,M,1321,1956
Johnnie,M,1317,1956
Nathaniel,M,1304,1956
Aaron,M,1276,1956
Chester,M,1257,1956
Lynn,M,1251,1956
Byron,M,1250,1956
Antonio,M,1241,1956
Alexander,M,1238,1956
Roland,M,1219,1956
Arnold,M,1215,1956
Mario,M,1209,1956
Cecil,M,1147,1956
Fredrick,M,1135,1956
Oscar,M,1133,1956
Marshall,M,1117,1956
Lance,M,1115,1956
Neal,M,1103,1956
Ricardo,M,1098,1956
Nathan,M,1095,1956
Luis,M,1092,1956
Wade,M,1077,1956
Marcus,M,1061,1956
Terrance,M,1057,1956
Jessie,M,1049,1956
Bob,M,1018,1956
Wendell,M,1010,1956
Marty,M,1009,1956
Claude,M,1004,1956
Clifton,M,1001,1956
Ross,M,992,1956
Clayton,M,965,1956
Clinton,M,960,1956
Hugh,M,960,1956
Sidney,M,956,1956
Sam,M,950,1956
Joey,M,946,1956
Wallace,M,935,1956
Nelson,M,915,1956
Carlton,M,906,1956
Rocky,M,892,1956
Terence,M,887,1956
Benny,M,884,1956
Rickie,M,870,1956
Edgar,M,851,1956
Andre,M,841,1956
Jesus,M,822,1956
Mickey,M,817,1956
Morris,M,816,1956
Raul,M,814,1956
Alex,M,809,1956
Derrick,M,808,1956
Kenny,M,801,1956
Hector,M,800,1956
Dwayne,M,799,1956
Lyle,M,793,1956
Geoffrey,M,792,1956
Francisco,M,781,1956
Tracy,M,771,1956
Ron,M,763,1956
Frankie,M,761,1956
Kelvin,M,758,1956
Roberto,M,751,1956
Max,M,748,1956
Marion,M,745,1956
Ben,M,738,1956
Sammy,M,736,1956
Bennie,M,729,1956
Rudy,M,727,1956
Earnest,M,722,1956
Bradford,M,721,1956
Rudolph,M,720,1956
Myron,M,711,1956
Virgil,M,710,1956
Troy,M,708,1956
Clark,M,707,1956
Otis,M,704,1956
Ira,M,702,1956
Everett,M,694,1956
Roderick,M,684,1956
Andy,M,674,1956
Miguel,M,672,1956
Ken,M,656,1956
Elmer,M,652,1956
Willard,M,652,1956
Laurence,M,651,1956
Angelo,M,649,1956
Stewart,M,648,1956
Armando,M,644,1956
Loren,M,644,1956
Ramon,M,641,1956
Darrel,M,627,1956
Ivan,M,626,1956
Monte,M,622,1956
Sylvester,M,619,1956
Delbert,M,617,1956
Derek,M,615,1956
Grant,M,615,1956
Luther,M,612,1956
Salvatore,M,611,1956
Roosevelt,M,606,1956
Alton,M,599,1956
Hal,M,597,1956
Edmund,M,592,1956
Felix,M,590,1956
Pedro,M,587,1956
Pete,M,574,1956
Sean,M,572,1956
Malcolm,M,568,1956
Shawn,M,567,1956
Lorenzo,M,562,1956
Teddy,M,561,1956
Cary,M,555,1956
Isaac,M,551,1956
Jeffry,M,551,1956
Preston,M,547,1956
Archie,M,546,1956
Horace,M,539,1956
Rene,M,538,1956
Jacob,M,535,1956
Sherman,M,531,1956
Doyle,M,526,1956
Leland,M,518,1956
Fernando,M,510,1956
Rory,M,510,1956
Wilbert,M,510,1956
Julius,M,508,1956
Lowell,M,507,1956
Jan,M,503,1956
Rodger,M,499,1956
Angel,M,498,1956
Jerald,M,498,1956
Nick,M,494,1956
Tommie,M,491,1956
Denis,M,490,1956
Drew,M,487,1956
Clay,M,485,1956
Hubert,M,485,1956
Oliver,M,482,1956
Stephan,M,475,1956
Van,M,472,1956
Kyle,M,471,1956
Homer,M,466,1956
Unknown,M,459,1956
Gerry,M,452,1956
Julian,M,449,1956
Rafael,M,445,1956
Adrian,M,440,1956
Willis,M,440,1956
Forrest,M,438,1956
Jason,M,437,1956
Rusty,M,436,1956
Ervin,M,430,1956
Arturo,M,428,1956
Alfredo,M,420,1956
Freddy,M,420,1956
Alonzo,M,419,1956
Ellis,M,419,1956
Elvis,M,419,1956
Pat,M,419,1956
Sheldon,M,413,1956
Dallas,M,411,1956
Timmy,M,409,1956
Lionel,M,407,1956
Doug,M,403,1956
Wilbur,M,402,1956
Rufus,M,401,1956
Dexter,M,399,1956
Al,M,398,1956
Owen,M,398,1956
Jaime,M,397,1956
Stevie,M,397,1956
Mack,M,395,1956
Adam,M,393,1956
Brett,M,393,1956
Carroll,M,393,1956
Christian,M,391,1956
Dominic,M,391,1956
Noel,M,390,1956
Dewey,M,389,1956
Scot,M,389,1956
Monty,M,384,1956
Travis,M,381,1956
Bert,M,378,1956
Boyd,M,378,1956
Alfonso,M,373,1956
Alberto,M,372,1956
Darwin,M,371,1956
Jorge,M,371,1956
Matt,M,369,1956
Aubrey,M,368,1956
Dirk,M,366,1956
Grady,M,364,1956
Marlon,M,363,1956
Carey,M,362,1956
Ronny,M,359,1956
Dewayne,M,357,1956
Evan,M,357,1956
Vance,M,357,1956
Irvin,M,355,1956
Royce,M,355,1956
Curt,M,353,1956
Casey,M,352,1956
Blaine,M,351,1956
Conrad,M,348,1956
Buddy,M,345,1956
Gabriel,M,343,1956
Kirby,M,343,1956
Shane,M,343,1956
Chuck,M,342,1956
Javier,M,339,1956
Orlando,M,339,1956
Dominick,M,335,1956
Phil,M,334,1956
Cleveland,M,326,1956
Ernie,M,325,1956
Sammie,M,324,1956
Cornelius,M,320,1956
Edmond,M,320,1956
Miles,M,320,1956
Emmett,M,317,1956
Percy,M,317,1956
Ernesto,M,315,1956
Elbert,M,314,1956
Louie,M,313,1956
Salvador,M,312,1956
Robbie,M,310,1956
Abraham,M,309,1956
Murray,M,308,1956
Darnell,M,307,1956
Spencer,M,307,1956
Christophe,M,306,1956
Kendall,M,303,1956
Wilson,M,302,1956
Alphonso,M,300,1956
Guadalupe,M,297,1956
Corey,M,293,1956
Dane,M,293,1956
Garland,M,291,1956
Merle,M,290,1956
Jody,M,289,1956
Marlin,M,288,1956
Colin,M,286,1956
Jamie,M,286,1956
Elton,M,285,1956
Galen,M,284,1956
Norris,M,284,1956
Blake,M,283,1956
Sterling,M,283,1956
Julio,M,282,1956
Rodolfo,M,282,1956
Cedric,M,281,1956
Reed,M,281,1956
Justin,M,278,1956
Enrique,M,276,1956
Lamar,M,272,1956
Jess,M,270,1956
Winston,M,270,1956
Zachary,M,270,1956
Wilfred,M,269,1956
Ed,M,267,1956
Kris,M,267,1956
Joesph,M,264,1956
Randell,M,261,1956
Audie,M,260,1956
Barney,M,259,1956
Clint,M,258,1956
Wyatt,M,257,1956
Bart,M,256,1956
Rocco,M,256,1956
Denny,M,255,1956
Ned,M,255,1956
Thaddeus,M,255,1956
Harlan,M,253,1956
Erik,M,252,1956
Amos,M,251,1956
Emanuel,M,251,1956
Elliott,M,250,1956
Bryant,M,248,1956
Eldon,M,248,1956
Moses,M,248,1956
Luke,M,247,1956
Seth,M,247,1956
Stan,M,246,1956
Eddy,M,245,1956
Sandy,M,245,1956
Toby,M,245,1956
Dannie,M,241,1956
Joshua,M,241,1956
Lon,M,236,1956
Damon,M,235,1956
Harley,M,235,1956
Kennith,M,235,1956
Eduardo,M,234,1956
Grover,M,233,1956
Woodrow,M,233,1956
Mathew,M,231,1956
Junior,M,230,1956
Blair,M,229,1956
Cameron,M,228,1956
Austin,M,227,1956
Michel,M,225,1956
Donny,M,224,1956
Orville,M,224,1956
Billie,M,223,1956
Bennett,M,222,1956
Chad,M,221,1956
Reynaldo,M,221,1956
Reuben,M,220,1956
Irving,M,219,1956
Lanny,M,218,1956
Vaughn,M,218,1956
Abel,M,214,1956
Frederic,M,213,1956
Ramiro,M,213,1956
Linwood,M,212,1956
Rod,M,211,1956
Donnell,M,210,1956
Simon,M,209,1956
Carmen,M,208,1956
Russel,M,205,1956
Sanford,M,204,1956
Ismael,M,203,1956
Gilberto,M,201,1956
Terrell,M,201,1956
Lamont,M,199,1956
Levi,M,199,1956
Cornell,M,198,1956
Morgan,M,198,1956
Nolan,M,198,1956
Israel,M,197,1956
Loyd,M,197,1956
Mitchel,M,197,1956
Elijah,M,196,1956
Kip,M,196,1956
Erwin,M,195,1956
Dwain,M,194,1956
Ian,M,194,1956
Lane,M,194,1956
Pablo,M,194,1956
Gale,M,193,1956
Ward,M,193,1956
Burton,M,192,1956
Dick,M,192,1956
Will,M,192,1956
Winfred,M,192,1956
Ryan,M,191,1956
Bryce,M,190,1956
Danial,M,190,1956
Reid,M,190,1956
Dino,M,189,1956
Harrison,M,189,1956
Elvin,M,188,1956
Mikel,M,186,1956
Tomas,M,185,1956
Cory,M,184,1956
Felipe,M,184,1956
Rolando,M,184,1956
Jerrold,M,183,1956
Kermit,M,183,1956
August,M,182,1956
Dudley,M,182,1956
Jasper,M,181,1956
Wiley,M,180,1956
Thurman,M,179,1956
Alejandro,M,178,1956
Roman,M,178,1956
Duncan,M,177,1956
Roscoe,M,177,1956
Scotty,M,177,1956
Weldon,M,177,1956
Barton,M,176,1956
Bobbie,M,176,1956
Carter,M,176,1956
Garth,M,174,1956
Emil,M,173,1956
Garrett,M,173,1956
Vern,M,173,1956
Guillermo,M,172,1956
Rob,M,171,1956
Domingo,M,169,1956
Norbert,M,169,1956
Brandon,M,168,1956
Hank,M,168,1956
Jean,M,168,1956
Sergio,M,168,1956
Val,M,168,1956
Russ,M,167,1956
Gus,M,165,1956
Shannon,M,165,1956
Stacy,M,165,1956
Ulysses,M,165,1956
Brady,M,164,1956
Jeremiah,M,163,1956
Jonathon,M,163,1956
Solomon,M,163,1956
Reggie,M,162,1956
Kimberly,M,161,1956
Pierre,M,161,1956
Otto,M,160,1956
Hans,M,159,1956
Jefferson,M,159,1956
Kurtis,M,159,1956
Odell,M,158,1956
Lonny,M,157,1956
Bernie,M,154,1956
Andres,M,153,1956
Armand,M,153,1956
Fredric,M,153,1956
Jacky,M,153,1956
Rogelio,M,153,1956
Bryon,M,152,1956
Burt,M,152,1956
Eli,M,152,1956
Elwood,M,152,1956
Kenton,M,152,1956
Santiago,M,152,1956
Merlin,M,150,1956
Merrill,M,150,1956
Shelton,M,150,1956
Coy,M,149,1956
Ivory,M,149,1956
Nicky,M,149,1956
Donn,M,148,1956
Robby,M,148,1956
Cliff,M,147,1956
Emery,M,147,1956
Faron,M,146,1956
Tod,M,145,1956
Wilfredo,M,145,1956
Mary,M,144,1956
Elias,M,143,1956
Hollis,M,143,1956
Shaun,M,143,1956
Elliot,M,141,1956
Jed,M,141,1956
Sonny,M,141,1956
Vito,M,141,1956
Avery,M,140,1956
Charley,M,140,1956
Lyndon,M,140,1956
Butch,M,139,1956
Davis,M,139,1956
Jerold,M,138,1956
Noah,M,138,1956
Quentin,M,138,1956
Jake,M,137,1956
Marco,M,137,1956
Santos,M,137,1956
Rock,M,136,1956
Vince,M,136,1956
Clement,M,134,1956
Keven,M,134,1956
Tyler,M,134,1956
Emory,M,133,1956
Riley,M,133,1956
Adolph,M,132,1956
Harris,M,132,1956
Lindsey,M,132,1956
Shelby,M,132,1956
Emilio,M,131,1956
Freeman,M,131,1956
Gerardo,M,131,1956
Ollie,M,131,1956
Trent,M,131,1956
Benito,M,130,1956
Millard,M,130,1956
Royal,M,130,1956
Ignacio,M,129,1956
Denver,M,128,1956
Delmar,M,126,1956
Hiram,M,126,1956
Monroe,M,125,1956
Tad,M,125,1956
Carmine,M,124,1956
Stanford,M,124,1956
Lenard,M,123,1956
Zane,M,123,1956
Maynard,M,122,1956
Anton,M,121,1956
Marcel,M,121,1956
Myles,M,121,1956
Broderick,M,120,1956
Jackson,M,120,1956
Ricki,M,117,1956
Booker,M,115,1956
Clair,M,115,1956
Brendan,M,114,1956
Douglass,M,114,1956
Efrain,M,114,1956
Everette,M,114,1956
Carson,M,113,1956
Gustavo,M,113,1956
Les,M,113,1956
Noe,M,113,1956
Brooks,M,112,1956
Gail,M,112,1956
Saul,M,112,1956
Arlen,M,111,1956
Chip,M,111,1956
Del,M,111,1956
Lenny,M,111,1956
Randel,M,111,1956
Alden,M,110,1956
Mervin,M,110,1956
Buford,M,109,1956
Kelley,M,108,1956
Fritz,M,107,1956
Johnathan,M,107,1956
Linda,M,107,1956
Nickolas,M,107,1956
Duke,M,105,1956
Errol,M,105,1956
Irwin,M,105,1956
Toney,M,105,1956
Basil,M,104,1956
Connie,M,103,1956
Dickie,M,103,1956
Dwaine,M,103,1956
Marcos,M,103,1956
Nicolas,M,103,1956
Ritchie,M,103,1956
Rogers,M,103,1956
Thad,M,103,1956
Vicente,M,103,1956
Augustine,M,102,1956
Blane,M,102,1956
Curtiss,M,102,1956
Patricia,M,102,1956
Silas,M,102,1956
Hilton,M,101,1956
Jordan,M,101,1956
Lemuel,M,101,1956
Wilford,M,101,1956
Cesar,M,100,1956
Lavern,M,99,1956
Coleman,M,98,1956
Jeremy,M,98,1956
Leigh,M,98,1956
Major,M,98,1956
Adolfo,M,97,1956
Anderson,M,97,1956
Bud,M,97,1956
Eloy,M,97,1956
Gearld,M,97,1956
Glynn,M,97,1956
Rand,M,97,1956
Graham,M,96,1956
Lindsay,M,96,1956
Gil,M,95,1956
Hayward,M,95,1956
Isaiah,M,95,1956
Otha,M,95,1956
Dalton,M,94,1956
Gino,M,94,1956
Raphael,M,94,1956
Rayford,M,94,1956
Rolland,M,94,1956
Sherwood,M,94,1956
Bruno,M,93,1956
Deborah,M,93,1956
Erick,M,93,1956
Forest,M,93,1956
Mel,M,93,1956
Stevan,M,93,1956
Carol,M,92,1956
Davy,M,92,1956
Donell,M,92,1956
Felton,M,92,1956
Hershel,M,92,1956
Johnie,M,92,1956
Lawerence,M,92,1956
Mason,M,92,1956
Stacey,M,92,1956
Cyril,M,91,1956
Earle,M,91,1956
Farrell,M,91,1956
Greggory,M,91,1956
Humberto,M,91,1956
Dusty,M,90,1956
Stanton,M,90,1956
Carnell,M,89,1956
Cleo,M,89,1956
Debra,M,89,1956
Huey,M,89,1956
Jarvis,M,89,1956
Jere,M,89,1956
Cyrus,M,88,1956
Damian,M,88,1956
Donovan,M,88,1956
Erich,M,88,1956
Stefan,M,88,1956
Cruz,M,87,1956
Dee,M,87,1956
Emmanuel,M,87,1956
Isiah,M,87,1956
Kevan,M,87,1956
Mckinley,M,87,1956
Theron,M,87,1956
Benedict,M,86,1956
Carlo,M,86,1956
Emerson,M,86,1956
Foster,M,86,1956
Herschel,M,86,1956
Houston,M,86,1956
Wardell,M,86,1956
Courtney,M,85,1956
Edwardo,M,85,1956
Joaquin,M,85,1956
Laverne,M,85,1956
Milo,M,85,1956
Robbin,M,85,1956
Wilton,M,85,1956
Derwin,M,84,1956
Elroy,M,84,1956
Leonardo,M,84,1956
Michale,M,84,1956
Woody,M,84,1956
Wilburn,M,83,1956
Alphonse,M,82,1956
Artie,M,82,1956
Boyce,M,82,1956
Bret,M,82,1956
Burl,M,82,1956
Gaylon,M,82,1956
Haywood,M,82,1956
Lesley,M,82,1956
Maxwell,M,82,1956
Omar,M,82,1956
Rubin,M,82,1956
Art,M,81,1956
Raleigh,M,81,1956
Emmitt,M,80,1956
Gaylord,M,80,1956
Jared,M,80,1956
Judson,M,80,1956
Kraig,M,80,1956
Ty,M,80,1956
Wally,M,80,1956
Chet,M,79,1956
Kit,M,79,1956
Len,M,79,1956
Odis,M,79,1956
Quintin,M,79,1956
Raymon,M,79,1956
Wilmer,M,79,1956
Berry,M,78,1956
Emile,M,78,1956
Geary,M,78,1956
Napoleon,M,78,1956
Taylor,M,78,1956
Alvis,M,77,1956
Dell,M,77,1956
Dewitt,M,77,1956
Fidel,M,77,1956
Jonas,M,77,1956
Lacy,M,77,1956
Barbara,M,76,1956
Delton,M,76,1956
Paris,M,76,1956
Alec,M,75,1956
Gregorio,M,75,1956
Mitch,M,75,1956
Timmie,M,75,1956
Xavier,M,75,1956
Dennie,M,74,1956
Domenic,M,74,1956
Fletcher,M,74,1956
Lyman,M,74,1956
Michal,M,74,1956
Milford,M,74,1956
Prince,M,74,1956
Agustin,M,73,1956
Carleton,M,73,1956
Hugo,M,73,1956
Kirt,M,73,1956
Lincoln,M,73,1956
Carmelo,M,72,1956
Darold,M,72,1956
Delmer,M,72,1956
Issac,M,72,1956
Karen,M,72,1956
Layne,M,72,1956
Lorin,M,72,1956
Lupe,M,72,1956
Cody,M,71,1956
Ezra,M,71,1956
Jacques,M,71,1956
Rolf,M,71,1956
Cal,M,70,1956
Esteban,M,70,1956
Ike,M,70,1956
Lucius,M,70,1956
Normand,M,70,1956
Rich,M,70,1956
Artis,M,69,1956
Bertram,M,69,1956
Eliot,M,69,1956
Leander,M,69,1956
Lynwood,M,69,1956
Mac,M,69,1956
Tab,M,69,1956
Brock,M,68,1956
Timmothy,M,68,1956
Augustus,M,67,1956
Cris,M,67,1956
Enoch,M,67,1956
Gerold,M,67,1956
Lex,M,67,1956
Rodrick,M,67,1956
Skip,M,67,1956
Susan,M,67,1956
Sydney,M,67,1956
Tracey,M,67,1956
Warner,M,67,1956
Buster,M,66,1956
Duwayne,M,66,1956
Ferdinand,M,66,1956
Gavin,M,66,1956
Jace,M,66,1956
Jefferey,M,66,1956
Murphy,M,66,1956
Olin,M,66,1956
Quinton,M,66,1956
Waymon,M,66,1956
Alfonzo,M,65,1956
Ashley,M,65,1956
Dann,M,65,1956
Demetrius,M,65,1956
Franklyn,M,65,1956
Kem,M,65,1956
Brion,M,64,1956
Britt,M,64,1956
Elmo,M,64,1956
Gayle,M,64,1956
Lorenza,M,64,1956
Willam,M,64,1956
Arden,M,63,1956
Cleve,M,63,1956
Donna,M,63,1956
Ethan,M,63,1956
Lauren,M,63,1956
Maxie,M,63,1956
Pasquale,M,63,1956
Andrea,M,62,1956
Cole,M,62,1956
Dorsey,M,62,1956
Hunter,M,62,1956
Lennie,M,62,1956
Malcom,M,62,1956
Von,M,62,1956
Bradly,M,61,1956
Columbus,M,61,1956
Cynthia,M,61,1956
Dante,M,61,1956
Edison,M,61,1956
Evans,M,61,1956
Melton,M,61,1956
Rhett,M,61,1956
Scottie,M,61,1956
Baron,M,60,1956
Barrett,M,60,1956
Barron,M,60,1956
Federico,M,60,1956
Heriberto,M,60,1956
Richie,M,60,1956
Adan,M,59,1956
Alva,M,59,1956
Buck,M,59,1956
Elden,M,59,1956
Kennth,M,59,1956
King,M,59,1956
Lary,M,59,1956
Renaldo,M,59,1956
Renard,M,59,1956
Talmadge,M,59,1956
Trevor,M,59,1956
Williams,M,59,1956
Aldo,M,58,1956
Arlin,M,58,1956
Desi,M,58,1956
Genaro,M,58,1956
Hoyt,M,58,1956
Quincy,M,58,1956
Reese,M,58,1956
Bartholomew,M,57,1956
Brice,M,57,1956
Cletus,M,57,1956
Denzil,M,57,1956
Dwane,M,57,1956
Eldridge,M,57,1956
Hosea,M,57,1956
Jame,M,57,1956
Arnulfo,M,56,1956
Aron,M,56,1956
Darell,M,56,1956
Desmond,M,56,1956
Howell,M,56,1956
Jude,M,56,1956
Jules,M,56,1956
Lannie,M,56,1956
Milan,M,56,1956
Rowland,M,56,1956
Verlin,M,56,1956
Willian,M,56,1956
Winford,M,56,1956
Brant,M,55,1956
Darcy,M,55,1956
Darius,M,55,1956
Derrell,M,55,1956
Devin,M,55,1956
Josh,M,55,1956
Lafayette,M,55,1956
Olen,M,55,1956
Sharon,M,55,1956
Alford,M,54,1956
Davey,M,54,1956
Dorian,M,54,1956
Granville,M,54,1956
Lars,M,54,1956
Lawrance,M,54,1956
Levern,M,54,1956
Lou,M,54,1956
Lucious,M,54,1956
Newton,M,54,1956
Raymundo,M,54,1956
Shirley,M,54,1956
Vic,M,54,1956
Windell,M,54,1956
Abelardo,M,53,1956
Allyn,M,53,1956
Arlie,M,53,1956
Bernardo,M,53,1956
Blaise,M,53,1956
Brien,M,53,1956
Daryle,M,53,1956
Eliseo,M,53,1956
Gery,M,53,1956
Parker,M,53,1956
Porter,M,53,1956
Rance,M,53,1956
Roel,M,53,1956
Walker,M,53,1956
Abe,M,52,1956
Donal,M,52,1956
Enrico,M,52,1956
Harmon,M,52,1956
Micky,M,52,1956
Patric,M,52,1956
Robb,M,52,1956
Romeo,M,52,1956
Theadore,M,52,1956
Valentine,M,52,1956
Chauncey,M,51,1956
Cordell,M,51,1956
Giles,M,51,1956
Kenney,M,51,1956
Kerwin,M,51,1956
Kimball,M,51,1956
Llewellyn,M,51,1956
Marcelino,M,51,1956
Mickel,M,51,1956
Nels,M,51,1956
Prentice,M,51,1956
Truman,M,51,1956
Verne,M,51,1956
Webster,M,51,1956
Wyman,M,51,1956
Benton,M,50,1956
Gaylen,M,50,1956
Hobert,M,50,1956
Oral,M,50,1956
Regis,M,50,1956
Reynold,M,50,1956
Sal,M,50,1956
Stafford,M,50,1956
Terrill,M,50,1956
Arne,M,49,1956
Bonnie,M,49,1956
Caleb,M,49,1956
Garfield,M,49,1956
Gonzalo,M,49,1956
Levon,M,49,1956
Lindell,M,49,1956
Mose,M,49,1956
Nancy,M,49,1956
Palmer,M,49,1956
Rodrigo,M,49,1956
Walton,M,49,1956
Benson,M,48,1956
Darvin,M,48,1956
Deryl,M,48,1956
Devon,M,48,1956
Kennard,M,48,1956
Kieth,M,48,1956
Kristopher,M,48,1956
Loy,M,48,1956
Mariano,M,48,1956
Rockey,M,48,1956
Vernell,M,48,1956
